,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_door,car_seat,car_cylinderVolumn,car_driveMode,car_gearType,verified,source
289,NISSAN,SUPER SENTRA ,2014,69854.0,368000,灰,4,5,1800,2,自排,1.0,SUM
290,HYUNDAI,ELANTRA EX ,2016,43710.0,498000,黑,4,5,1800,2,手自排,1.0,SUM
291,LUXGEN,U6 GT,2021,4.0,708000,銀,5,5,1800,2,手自排,1.0,SUM
292,TOYOTA,C-HR,2017,23090.0,788000,紅黑,5,5,1200,4,手自排,1.0,SUM
293,LUXGEN,M7 TURBO ECO HYPER ,2019,21078.0,748000,灰,5,8,2200,2,手自排,1.0,SUM
294,HONDA,FIT,2015,75367.0,428000,白,5,5,1500,2,手自排,1.0,SUM
295,FORD,KUGA,2020,5432.0,1058000,紅,5,5,2000,4,手自排,1.0,SUM
297,LUXGEN,M7 TURBO ECO HYPER ,2016,35879.0,478000,黑,5,8,2200,2,手自排,1.0,SUM
298,MITSUBISHI,OUTLANDER ,2016,44665.0,528000,白,5,5,2400,2,手自排,1.0,SUM
299,TOYOTA,VIOS ,2018,37407.0,448000,黑,4,5,1500,2,手自排,1.0,SUM
300,FORD,MONDEO ,2017,119681.0,629000,灰,4,5,2000,2,自手排,1.0,SUM
301,TOYOTA,ALTIS ,2014,134659.0,418000,白,4,5,1800,2,手自排,1.0,SUM
302,NISSAN,KICKS,2020,17750.0,679000,紅,5,5,1500,2,自排,1.0,SUM
303,TOYOTA,ALTIS ,2018,53770.0,489000,紅,4,5,1800,2,手自排,1.0,SUM
304,FORD,KUGA ,2019,107211.0,588000,白,5,5,1500,2,手自排,1.0,SUM
305,TOYOTA,SIENTA,2018,48647.0,548000,銀,5,5,1800,2,自排,1.0,SUM
306,FORD,FOCUS 5D,2014,55646.0,378000,灰,5,5,2000,2,自手排,1.0,SUM
307,BENZ,B-CLASS W246 ,2018,11008.0,1098000,白,5,5,1600,2,手自排,1.0,SUM
308,VW,GOLF VII,2020,12105.0,788000,白,5,5,1400,2,自手排,1.0,SUM
309,TOYOTA,ALTIS ,2013,162921.0,328000,灰,4,5,1800,2,手自排,1.0,SUM
310,MINI,COOPER COUNTRYMAN,2015,66783.0,788000,藍,5,5,1600,2,手自排,1.0,SUM
311,HYUNDAI,GRAND STAREX ,2015,95425.0,688000,黑,5,9,2500,2,手自排,1.0,SUM
312,FORD,FOCUS 5D ,2020,33211.0,838000,白,5,5,1500,2,手自排,1.0,SUM
313,HONDA,CIVIC,2014,69026.0,438000,黑,4,5,1800,2,自排,1.0,SUM
314,LUXGEN,U5,2018,34436.0,448000,白,5,5,1600,2,手自排,1.0,SUM
315,FORD,KUGA ,2018,35499.0,718000,灰,5,5,1500,2,手自排,1.0,SUM
316,BMW,3 SERIES SEDAN F30,2018,38199.0,1098000,白,4,5,1500,2,手自排,1.0,SUM
317,BMW,1 SERIES F20,2018,100158.0,889000,白,5,5,1500,2,手自排,1.0,SUM
318,TOYOTA,YARIS ,2012,91521.0,268000,白,5,5,1500,2,自排,1.0,SUM
319,TOYOTA,ALTIS ,2013,51232.0,439000,白,4,5,1800,2,手自排,1.0,SUM
320,TOYOTA,WISH ,2013,86218.0,458000,黑,5,7,2000,2,手自排,1.0,SUM
321,LUXGEN,U5,2019,32783.0,488000,黑,5,5,1600,2,手自排,1.0,SUM
323,MAZDA,MAZDA 3 4D ,2015,137000.0,518000,紅,4,5,2000,2,手自排,1.0,SUM
324,NISSAN,SUPER SENTRA ,2017,38686.0,438000,銀,4,5,1800,2,自排,1.0,SUM
325,BENZ,GLC-CLASS COUPE ,2017,58959.0,1998000,黑,5,4,2000,4,手自排,1.0,SUM
326,MITSUBISHI,OUTLANDER ,2018,35637.0,738000,黑,5,5,2400,4,手自排,1.0,SUM
327,LUXGEN,U6 TURBO ECO HYPER ,2017,75317.0,469000,白,5,5,1800,2,手自排,1.0,SUM
328,NISSAN,X-TRAIL ,2017,78396.0,618000,藍,5,5,2000,2,手自排,1.0,SUM
329,MITSUBISHI,OUTLANDER ,2020,5000.0,899000,白,5,5,2400,4,手自排,1.0,SUM
330,LEXUS,RX ,2019,29003.0,1998000,白,5,5,2000,2,手自排,1.0,SUM
331,TOYOTA,ALTIS ,2013,147110.0,338000,灰,4,5,1800,2,手自排,1.0,SUM
332,NISSAN,LIVINA,2018,51040.0,408000,灰,5,5,1600,2,自排,1.0,SUM
333,MITSUBISHI,COLT PLUS ,2016,78582.0,308000,白,5,5,1500,2,手自排,1.0,SUM
334,HONDA,CIVIC,2011,130167.0,378000,灰,4,5,1800,2,手自排,1.0,SUM
335,MITSUBISHI,LANCER FORTIS ,2009,119800.0,228000,灰,4,5,1800,2,手自排,1.0,SUM
336,TOYOTA,ALTIS ,2016,53276.0,438000,白,4,5,1800,2,手自排,1.0,SUM
337,TOYOTA,VIOS ,2018,84549.0,388000,銀,4,5,1500,2,手自排,1.0,SUM
338,MAZDA,CX-5 ,2015,119059.0,578000,銀,5,5,2200,4,手自排,1.0,SUM
339,TOYOTA,ALTIS ,2018,41481.0,518000,黑,4,5,1800,2,手自排,1.0,SUM
340,NISSAN,LIVINA,2017,95015.0,348000,灰,5,5,1600,2,自排,1.0,SUM
341,TOYOTA,ALTIS ,2019,32578.0,598000,黑,4,5,1800,2,手自排,1.0,SUM
342,TOYOTA,CAMRY ,2018,62800.0,588000,灰,4,5,2000,2,手自排,1.0,SUM
343,FORD,FOCUS 5D ,2018,61755.0,529000,白,5,5,1500,2,手自排,1.0,SUM
344,TOYOTA,CAMRY ,2017,66325.0,568000,灰,4,5,2000,2,手自排,1.0,SUM
345,SUBARU,FORESTER ,2013,108552.0,578000,白,5,5,2000,4,手自排,1.0,SUM
347,NISSAN,TIIDA 5D ,2010,106215.0,268000,灰,5,5,1800,2,自排,1.0,SUM
349,MITSUBISHI,ZINGER,2018,78815.0,408000,銀,5,5,2400,2,自排,1.0,SUM
350,MITSUBISHI,SAVRIN ,2013,106377.0,308000,黑,5,5,2400,2,手自排,1.0,SUM
351,MITSUBISHI,ZINGER,2020,2956.0,568000,灰,2,2,2400,2,自排,1.0,SUM
352,MAZDA,CX-5 ,2016,47999.0,658000,紅,5,5,2200,2,手自排,1.0,SUM
354,TOYOTA,PREVIA ,2015,34222.0,1069000,黑,5,7,3500,2,手自排,1.0,SUM
355,VW,TIGUAN ,2018,61017.0,968000,白,5,5,1400,2,自手排,1.0,SUM
356,TOYOTA,SIENTA,2018,67436.0,538000,黑,5,7,1800,2,自排,1.0,SUM
357,MITSUBISHI,COLT PLUS ,2013,120000.0,238000,白,5,5,1500,2,手自排,1.0,SUM
358,NISSAN,X-TRAIL ,2018,22061.0,599000,白,5,5,2000,2,手自排,1.0,SUM
359,MITSUBISHI,OUTLANDER ,2016,65195.0,578000,棕,5,5,2400,2,自排,1.0,SUM
360,BMW,5 SERIES SEDAN F10,2016,107226.0,1098000,黑,4,5,2000,2,手自排,1.0,SUM
361,HONDA,CITY ,2018,50435.0,498000,藍,4,5,1500,2,手自排,1.0,SUM
362,NISSAN,BIG TIIDA 5D ,2017,64013.0,488000,白,5,5,1600,2,自排,1.0,SUM
363,HONDA,CR-V ,2017,67659.0,668000,灰,5,5,2400,2,手自排,1.0,SUM
364,HONDA,CR-V ,2015,77939.0,648000,灰,5,5,2400,2,手自排,1.0,SUM
365,MITSUBISHI,OUTLANDER ,2017,68224.0,708000,白,5,5,2400,4,手自排,1.0,SUM
366,NISSAN,LIVINA,2014,114659.0,348000,灰,5,5,1600,2,自排,1.0,SUM
367,HYUNDAI,IX35,2015,57888.0,459000,灰,5,5,2000,2,手自排,1.0,SUM
368,BENZ,C-CLASS SEDAN W204 ,2013,123353.0,768000,白,4,5,1800,2,手自排,1.0,SUM
370,VW,CRAFTER,2015,341961.0,999000,白,5,9,2000,2,手排,1.0,SUM
371,TOYOTA,RAV4 ,2016,86034.0,698000,黑,5,5,2000,2,手自排,1.0,SUM
372,FORD,FOCUS 5D,2014,69105.0,358000,白,5,5,1600,2,自手排,1.0,SUM
373,HONDA,CITY ,2018,109077.0,398000,藍,4,5,1500,2,手自排,1.0,SUM
374,NISSAN,X-TRAIL ,2016,62628.0,568000,銀,5,5,2000,2,手自排,1.0,SUM
375,BMW,3 SERIES SEDAN F30,2016,68508.0,1068000,白,4,5,2000,2,手自排,1.0,SUM
376,NISSAN,BIG TIIDA 5D ,2016,70000.0,438000,紅,5,5,1600,2,自排,1.0,SUM
377,KIA,PICANTO,2020,10803.0,538000,白,5,5,1200,2,自排,1.0,SUM
378,LUXGEN,U6 GT,2019,36658.0,728000,紅,5,5,1800,2,手自排,1.0,SUM
379,HONDA,FIT ,2019,57919.0,548000,白,5,5,1500,2,手自排,1.0,SUM
380,HONDA,CR-V ,2016,81344.0,509000,銀,5,5,2000,2,自排,1.0,SUM
381,VW,TIGUAN ,2018,61927.0,988000,白,5,7,1400,2,自手排,1.0,SUM
382,LEXUS,IS ,2016,90824.0,958000,棕,4,5,2000,2,手自排,1.0,SUM
383,LUXGEN,U6 GT,2018,41250.0,648000,白,5,5,1800,2,手自排,1.0,SUM
384,FORD,ESCORT,2018,62145.0,418000,白,4,5,1500,2,手自排,1.0,SUM
385,LUXGEN,LUXGEN7 MPV 2.2T,2010,102432.0,229000,黑,5,7,2200,2,手自排,1.0,SUM
386,MAZDA,MAZDA 3 ,2010,51881.0,328000,灰,5,5,2000,2,手自排,1.0,SUM
387,NISSAN,BIG TIIDA 5D ,2016,85261.0,388000,銀,5,5,1600,2,自排,1.0,SUM
388,NISSAN,iTIIDA ,2017,42035.0,508000,紅,5,5,1600,2,自排,1.0,SUM
389,HYUNDAI,ELANTRA EX ,2016,46671.0,429000,藍,4,5,1800,2,手自排,1.0,SUM
390,TOYOTA,RAV4 ,2014,103093.0,628000,白,5,5,2000,2,手自排,1.0,SUM
391,BMW,5 SERIES SEDAN G30 ,2017,42097.0,1399000,白,4,5,2000,2,手自排,1.0,SUM
392,HYUNDAI,TUCSON ,2016,93686.0,559000,黑,5,5,2000,4,手自排,1.0,SUM
394,NISSAN,TIIDA 5D ,2010,125000.0,248000,灰,5,5,1800,2,自排,1.0,SUM
396,FORD,ESCAPE ,2012,157600.0,268000,灰,5,5,2300,2,自排,1.0,SUM
398,HYUNDAI,SONATA ,2015,85605.0,499000,黑,4,5,2400,2,手自排,1.0,SUM
399,HYUNDAI,GRAND STAREX ,2015,94568.0,688000,黑,5,9,2500,2,手自排,1.0,SUM
400,HYUNDAI,SUPER ELANTRA ,2017,39126.0,468000,白,4,5,1600,2,手自排,1.0,SUM
401,TOYOTA,VIOS ,2018,59820.0,398000,灰,4,5,1500,2,手自排,1.0,SUM
402,VW,GOLF VII,2016,75000.0,998000,白,5,5,2000,2,自手排,1.0,SUM
403,BENZ,C-CLASS SEDAN W205 ,2016,140359.0,999000,白,4,5,2000,2,手自排,1.0,SUM
404,LUXGEN,U6 GT,2019,37826.0,648000,紅,5,5,1800,2,手自排,1.0,SUM
405,MAZDA,MAZDA 3 5D,2019,28613.0,788000,紅,5,5,2000,2,手自排,1.0,SUM
406,MITSUBISHI,LANCER IO ,2012,148000.0,268000,白,4,5,1800,2,手自排,1.0,SUM
407,NISSAN,LIVINA,2014,144800.0,298000,白,5,5,1600,2,自排,1.0,SUM
408,MITSUBISHI,LANCER IO ,2014,77000.0,348000,紅,4,5,1800,2,手自排,1.0,SUM
409,HYUNDAI,ELANTRA ,2014,125453.0,338000,灰,4,5,1800,2,手自排,1.0,SUM
410,HYUNDAI,ELANTRA EX ,2017,47800.0,439000,灰,4,5,1800,2,手自排,1.0,SUM
411,LUXGEN,U7 TURBO ,2013,171881.0,269000,銀,5,5,2200,4,手自排,1.0,SUM
412,HYUNDAI,KONA,2019,25127.0,689000,白,5,5,1600,4,自手排,1.0,SUM
413,MITSUBISHI,OUTLANDER ,2011,82123.0,348000,白,5,5,2400,2,手自排,1.0,SUM
414,BMW,3 SERIES SEDAN F30,2017,67676.0,1068000,白,4,5,1500,2,手自排,1.0,SUM
415,TOYOTA,ALTIS ,2018,60614.0,558000,灰,4,5,1800,2,手自排,1.0,SUM
416,SKODA,OCTAVIA COMBI ,2015,84675.0,559000,銀,5,5,1600,2,自手排,1.0,SUM
417,MITSUBISHI,LANCER FORTIS ,2009,81326.0,268000,白,4,5,1800,2,手自排,1.0,SUM
418,TOYOTA,WISH ,2016,90267.0,508000,白,5,7,2000,2,手自排,1.0,SUM
420,HYUNDAI,I30 HATCHBACK,2010,186789.0,248000,白,5,5,1600,2,自排,1.0,SUM
422,TOYOTA,VIOS ,2016,89256.0,398000,白,4,5,1500,2,手自排,1.0,SUM
423,HYUNDAI,VERNA,2015,82444.0,289000,黑,4,5,1600,2,手自排,1.0,SUM
424,NISSAN,BIG TIIDA 5D ,2013,138177.0,358000,白,5,5,1600,2,自排,1.0,SUM
425,HYUNDAI,VERNA,2016,78495.0,308000,白,4,5,1600,2,手自排,1.0,SUM
426,NISSAN,KICKS,2020,7674.0,688000,白,5,5,1500,2,自排,1.0,SUM
427,MITSUBISHI,NEW CANTER,2017,98989.0,858000,白,2,3,3000,2,手排,1.0,SUM
428,NISSAN,SUPER SENTRA ,2015,85531.0,378000,黑,4,5,1800,2,自排,1.0,SUM
429,TOYOTA,ALTIS ,2010,173794.0,288000,白,4,5,1800,2,手自排,1.0,SUM
430,TOYOTA,C-HR,2018,69730.0,788000,黑,5,5,1200,4,手自排,1.0,SUM
431,HYUNDAI,ELANTRA EX ,2015,82931.0,468000,藍,4,5,1800,2,手自排,1.0,SUM
433,BENZ,GLA-CLASS X156 ,2016,43255.0,1220000,白,5,5,1600,2,自手排,1.0,SUM
434,MITSUBISHI,OUTLANDER ,2016,107159.0,498000,白,5,5,2400,4,自排,1.0,SUM
435,HYUNDAI,ELANTRA EX ,2015,38071.0,419000,藍,4,5,1800,2,手自排,1.0,SUM
437,HYUNDAI,ELANTRA EX ,2015,64922.0,468000,白,4,5,1800,2,手自排,1.0,SUM
438,NISSAN,LIVINA,2018,63983.0,408000,藍,5,5,1600,2,自排,1.0,SUM
439,SUZUKI,SWIFT ,2016,31577.0,478000,白,5,5,1200,2,自排,1.0,SUM
440,MINI,COUNTRYMAN ,2017,25725.0,1098000,紅黑,5,5,1500,2,手自排,1.0,SUM
441,SUZUKI,SWIFT ,2015,33696.0,448000,藍,5,5,1200,2,自排,1.0,SUM
442,TOYOTA,RAV4 ,2017,48349.0,768000,銀,5,5,2000,2,手自排,1.0,SUM
443,LUXGEN,LUXGEN7 SUV 2.2T,2011,117692.0,198000,黑,5,5,2200,2,手自排,1.0,SUM
444,HYUNDAI,SUPER ELANTRA ,2019,10599.0,579000,白,4,5,1600,2,手自排,1.0,SUM
445,MAZDA,CX-5,2013,109425.0,538000,白,5,5,2000,2,手自排,1.0,SUM
446,MITSUBISHI,COLT PLUS ,2014,75000.0,258000,藍,5,5,1500,2,手自排,1.0,SUM
447,MITSUBISHI,OUTLANDER ,2018,68487.0,738000,白,5,5,2400,4,手自排,1.0,SUM
448,MITSUBISHI,COLT PLUS ,2009,182000.0,158000,銀,5,5,1600,2,自排,1.0,SUM
449,LUXGEN,LUXGEN7 SUV 2.2T,2011,64979.0,288000,灰,5,5,2200,4,手自排,1.0,SUM
450,MAZDA,MAZDA2,2014,61337.0,349000,白,5,5,1500,2,自排,1.0,SUM
452,VOLVO,S60,2017,40480.0,809000,銀,4,5,2000,2,手自排,1.0,SUM
453,HONDA,CIVIC ,2016,119031.0,458000,灰,4,5,1800,2,手自排,1.0,SUM
454,HONDA,CITY ,2016,14076.0,478000,藍,4,5,1500,2,手自排,1.0,SUM
455,VW,GOLF SPORTSVAN,2015,104144.0,439000,橘,5,5,1200,2,自手排,1.0,SUM
456,TOYOTA,RAV4 ,2013,119899.0,479000,銀,5,5,2000,2,手自排,1.0,SUM
457,LUXGEN,U5,2017,39000.0,388000,黑,5,5,1600,2,手自排,1.0,SUM
458,NISSAN,MARCH ,2018,6981.0,419000,銀,5,5,1500,2,自排,1.0,SUM
459,TOYOTA,ALTIS ,2017,84342.0,465000,灰,4,5,1800,2,手自排,1.0,SUM
460,MAZDA,MAZDA 3 5D ,2017,48776.0,658000,白,5,5,2000,2,手自排,1.0,SUM
461,LUXGEN,URX,2020,7404.0,798000,白,5,5,1800,2,手自排,1.0,SUM
463,MAZDA,MAZDA2,2014,30836.0,339000,灰,5,5,1500,2,自排,1.0,SUM
464,MITSUBISHI,LANCER FORTIS ,2016,87053.0,335000,黑,4,5,1800,2,手自排,1.0,SUM
465,MAZDA,CX-3,2017,34798.0,658000,紅,5,5,2000,2,手自排,1.0,SUM
466,HYUNDAI,ELANTRA EX ,2017,60906.0,429000,灰,4,5,1800,2,手自排,1.0,SUM
468,MITSUBISHI,ZINGER,2017,130628.0,398000,銀,5,5,2400,2,自排,1.0,SUM
469,TOYOTA,ALTIS ,2019,12462.0,618000,灰,4,5,1800,2,手自排,1.0,SUM
470,MITSUBISHI,CANTER ,2017,89480.0,978000,白,2,3,3000,2,自手排,1.0,SUM
471,LUXGEN,U5,2017,59946.0,378000,藍,5,5,1600,2,手自排,1.0,SUM
472,TOYOTA,ALTIS ,2016,59010.0,528000,白,4,5,1800,2,手自排,1.0,SUM
473,TOYOTA,CAMRY ,2014,168684.0,428000,黑,4,5,2000,2,手自排,1.0,SUM
474,HONDA,FIT ,2017,108208.0,468000,白,5,5,1500,2,手自排,1.0,SUM
475,TOYOTA,VIOS ,2016,95386.0,289000,灰,4,5,1500,2,手自排,1.0,SUM
476,TOYOTA,WISH ,2011,144000.0,368000,白,5,7,2000,2,手自排,1.0,SUM
477,SKODA,FABIA,2015,100000.0,378000,藍,5,5,1200,2,自手排,1.0,SUM
478,LUXGEN,LUXGEN7 SUV 2.2T,2013,44387.0,299000,銀,5,5,2200,4,手自排,1.0,SUM
479,LUXGEN,U6 TURBO ,2014,102139.0,388000,黑,5,5,2000,2,手自排,1.0,SUM
480,BENZ,V-CLASS W447 ,2017,154141.0,1560000,白,5,8,2100,2,手自排,1.0,SUM
481,HONDA,HR-V,2019,22463.0,698000,藍,5,5,1800,2,手自排,1.0,SUM
482,BMW,7 SERIES SEDAN F01 ,2015,114016.0,1380000,灰,4,5,3000,2,手自排,1.0,SUM
483,NISSAN,TEANA ,2012,92608.0,278000,白,4,5,2000,2,自排,1.0,SUM
485,TOYOTA,YARIS ,2019,29816.0,488000,白,5,5,1500,2,手自排,1.0,SUM
486,LUXGEN,5 SEDAN,2012,47954.0,328000,白,4,5,2000,2,手自排,1.0,SUM
487,TOYOTA,CAMRY ,2017,34843.0,569000,白,4,5,2000,2,手自排,1.0,SUM
488,NISSAN,BIG TIIDA 5D ,2016,40101.0,428000,紅,5,5,1600,2,自排,1.0,SUM
489,TOYOTA,ALTIS ,2015,59130.0,468000,黑,4,5,1800,2,手自排,1.0,SUM
490,SUBARU,OUTBACK ,2017,30349.0,839000,白,5,5,2500,4,手自排,1.0,SUM
491,TOYOTA,RAV4 ,2017,87974.0,698000,白,5,5,2000,2,手自排,1.0,SUM
492,LUXGEN,U6 GT,2018,51446.0,628000,白,5,5,1800,2,手自排,1.0,SUM
493,VW,POLO ,2018,37959.0,579000,黃,5,5,1000,2,自手排,1.0,SUM
494,NISSAN,BIG TIIDA 5D ,2013,79690.0,388000,紅,5,5,1600,2,自排,1.0,SUM
495,MAZDA,MAZDA 3 5D ,2013,146099.0,338000,白,5,5,1600,2,手自排,1.0,SUM
496,VW,T6 CARAVELLE,2017,79894.0,1089000,黑,5,9,2000,2,自手排,1.0,SUM
498,TOYOTA,RAV4 ,2015,104748.0,628000,灰,5,5,2000,2,手自排,1.0,SUM
499,TOYOTA,YARIS ,2012,85217.0,288000,銀,5,5,1500,2,自排,1.0,SUM
500,HONDA,FIT ,2017,69522.0,458000,藍,5,5,1500,2,手自排,1.0,SUM
501,MITSUBISHI,VERYCA 廂車,2017,70588.0,358000,銀,5,5,1300,2,手排,1.0,SUM
502,TOYOTA,CAMRY ,2015,89786.0,478000,銀,4,5,2000,2,手自排,1.0,SUM
503,SUBARU,FORESTER ,2014,149220.0,469000,銀,5,5,2000,4,手自排,1.0,SUM
504,TOYOTA,YARIS ,2014,114795.0,358000,銀,5,5,1500,2,自排,1.0,SUM
505,TOYOTA,WISH ,2012,120272.0,425000,灰,5,7,2000,2,手自排,1.0,SUM
506,HYUNDAI,I10 ,2015,57020.0,228000,銀,5,5,1200,2,自排,1.0,SUM
507,TOYOTA,WISH ,2015,60666.0,498000,銀,5,7,2000,2,手自排,1.0,SUM
508,LUXGEN,U5,2018,45481.0,448000,銀,5,5,1600,2,手自排,1.0,SUM
509,TOYOTA,CAMRY ,2009,196913.0,245000,藍,4,5,2000,2,自排,1.0,SUM
510,NISSAN,LIVINA,2018,23498.0,418000,白,5,5,1600,2,自排,1.0,SUM
511,HONDA,FIT ,2018,14012.0,538000,白,5,5,1500,2,手自排,1.0,SUM
512,HYUNDAI,ELANTRA EX ,2016,91349.0,359000,銀,4,5,1800,2,手自排,1.0,SUM
513,HYUNDAI,ELANTRA ,2013,145808.0,338000,紅,4,5,1800,2,手自排,1.0,SUM
514,TOYOTA,CAMRY ,2016,127000.0,538000,白,4,5,2000,2,手自排,1.0,SUM
515,MITSUBISHI,LANCER IO ,2016,51550.0,428000,藍,4,5,1800,2,手自排,1.0,SUM
517,HYUNDAI,VELOSTER ,2018,10822.0,849000,黃,4,4,1600,2,自手排,1.0,SUM
518,HYUNDAI,ELANTRA EX ,2016,80250.0,419000,藍,4,5,1800,2,手自排,1.0,SUM
519,NISSAN,X-TRAIL ,2017,58571.0,588000,黑,5,5,2000,2,手自排,1.0,SUM
520,TOYOTA,PREVIA ,2016,77144.0,919000,黑,5,7,2400,2,手自排,1.0,SUM
521,FORD,FIESTA ,2015,38884.0,438000,白,5,5,1000,2,自手排,1.0,SUM
522,BMW,5 SERIES SEDAN F10,2015,100450.0,998000,灰,4,5,2000,2,手自排,1.0,SUM
523,HONDA,FIT ,2010,117246.0,288000,灰,5,5,1500,2,自排,1.0,SUM
524,FORD,ECONOVAN貨車 ,2013,115433.0,298000,藍,2,3,2000,2,手排,1.0,SUM
525,TOYOTA,ALTIS ,2012,130093.0,338000,銀,4,5,1800,2,手自排,1.0,SUM
526,BMW,X5 F15 ,2015,82775.0,1298000,黑,5,5,2000,4,手自排,1.0,SUM
527,TOYOTA,CAMRY ,2018,43382.0,618000,黑,4,5,2000,2,手自排,1.0,SUM
528,TOYOTA,WISH ,2015,72477.0,508000,黑,5,7,2000,2,手自排,1.0,SUM
529,NISSAN,X-TRAIL ,2015,81887.0,498000,黑,5,5,2000,2,手自排,1.0,SUM
530,MAZDA,MAZDA 3 5D,2019,15789.0,858000,紅,5,5,2000,2,手自排,1.0,SUM
531,NISSAN,LIVINA,2019,10967.0,458000,白,5,5,1600,2,自排,1.0,SUM
532,NISSAN,SUPER SENTRA ,2015,72653.0,338000,白,4,5,1800,2,自排,1.0,SUM
533,HONDA,CIVIC,2014,140004.0,418000,黑,4,5,1800,2,自排,1.0,SUM
534,NISSAN,X-TRAIL ,2016,57806.0,578000,銀,5,5,2000,2,手自排,1.0,SUM
535,BMW,3 SERIES SEDAN F30,2016,56205.0,1100000,白,4,5,2000,2,手自排,1.0,SUM
536,MAZDA,MAZDA 5 ,2014,99300.0,468000,白,5,7,2000,2,手自排,1.0,SUM
537,MAZDA,MAZDA 5 ,2010,160992.0,288000,銀,5,7,2000,2,手自排,1.0,SUM
538,BMW,X1 F48 ,2018,31403.0,1228000,灰,5,5,1500,2,手自排,1.0,SUM
539,TOYOTA,CAMRY ,2015,119501.0,409000,銀,4,5,2000,2,手自排,1.0,SUM
540,TOYOTA,CAMRY ,2011,185965.0,298000,灰,4,5,2000,2,手自排,1.0,SUM
541,FORD,FOCUS ,2012,55976.0,278000,黑,5,5,2000,2,手自排,1.0,SUM
542,SUBARU,OUTBACK ,2017,49110.0,739000,灰,5,5,2500,4,手自排,1.0,SUM
543,HONDA,CR-V ,2013,96000.0,498000,灰,5,5,2400,2,手自排,1.0,SUM
544,MITSUBISHI,LANCER FORTIS ,2011,139285.0,248000,白,4,5,1800,2,手自排,1.0,SUM
545,FORD,FOCUS 5D,2015,114593.0,398000,白,5,5,2000,2,自手排,1.0,SUM
546,HYUNDAI,ELANTRA ,2014,89552.0,408000,白,4,5,1800,2,手自排,1.0,SUM
547,MITSUBISHI,DELICA貨車,2016,99050.0,348000,白,2,3,2400,2,手排,1.0,SUM
548,NISSAN,BIG TIIDA 5D ,2013,88851.0,375000,白,5,5,1600,2,手自排,1.0,SUM
549,MAZDA,MAZDA 3 5D ,2013,76552.0,319000,灰,5,5,2000,2,手自排,1.0,SUM
550,MITSUBISHI,VERYCA 貨車,2018,97112.0,368000,藍,2,3,1300,2,手排,1.0,SUM
551,LUXGEN,U5,2017,31406.0,488000,紅,5,5,1600,2,手自排,1.0,SUM
552,HONDA,CR-V ,2014,61887.0,565000,黑,5,5,2400,4,手自排,1.0,SUM
553,MAZDA,MAZDA 3 4D ,2014,49984.0,338000,白,4,5,1600,2,手自排,1.0,SUM
556,NISSAN,LIVINA,2014,51473.0,328000,銀,5,5,1600,2,自排,1.0,SUM
557,LUXGEN,U5,2017,87718.0,378000,白,5,5,1600,2,手自排,1.0,SUM
558,FORD,KUGA ,2015,178171.0,499000,灰,5,5,2000,4,自手排,1.0,SUM
559,HONDA,CR-V ,2014,80333.0,505000,灰,5,5,2400,2,手自排,1.0,SUM
560,TOYOTA,CAMRY ,2016,87323.0,508000,灰,4,5,2000,2,手自排,1.0,SUM
561,TOYOTA,YARIS ,2019,50000.0,518000,白,5,5,1500,2,手自排,1.0,SUM
562,HYUNDAI,GETZ 5D,2009,88816.0,188000,銀,5,5,1400,2,自排,1.0,SUM
564,BENZ,C-CLASS SEDAN W205 ,2019,14000.0,1488000,白,4,5,1600,2,手自排,1.0,SUM
565,SUZUKI,VITARA ,2017,48533.0,588000,白,5,5,1400,4,手自排,1.0,SUM
566,TOYOTA,ALTIS ,2010,150000.0,258000,黑,4,5,1800,2,手自排,1.0,SUM
567,NISSAN,KICKS,2019,10000.0,638000,灰,5,5,1500,2,自排,1.0,SUM
568,FORD,FOCUS 5D ,2017,50489.0,588000,灰,5,5,1500,2,手自排,1.0,SUM
569,MAZDA,CX-30,2019,26687.0,878000,灰,5,5,2000,2,手自排,1.0,SUM
570,HONDA,HR-V,2018,51115.0,618000,黑,5,5,1800,2,手自排,1.0,SUM
571,TOYOTA,RAV4 ,2015,54900.0,658000,黑,5,5,2000,2,手自排,1.0,SUM
572,BENZ,C-CLASS W205 COUPE ,2016,58000.0,1450000,藍,2,5,2000,2,手自排,1.0,SUM
573,TOYOTA,ALTIS ,2014,99002.0,418000,白,4,5,1800,2,手自排,1.0,SUM
574,VOLVO,V60,2017,67883.0,928000,黑,5,5,2000,2,手自排,1.0,SUM
575,NISSAN,LIVINA,2017,126035.0,298000,銀,5,5,1600,2,自排,1.0,SUM
576,MAZDA,CX-9,2018,29431.0,1098000,白,5,7,2500,2,手自排,1.0,SUM
577,LEXUS,ES ,2018,30000.0,1358000,白,4,5,2000,2,手自排,1.0,SUM
578,BMW,X5 F15 ,2015,57860.0,1288000,黑,5,5,3000,2,手自排,1.0,SUM
579,NISSAN,LIVINA,2012,240185.0,179000,灰,5,5,1600,2,自排,1.0,SUM
580,TOYOTA,SIENTA,2020,11496.0,668000,灰,5,5,1800,2,自排,1.0,SUM
581,SUBARU,FORESTER ,2018,25393.0,798000,棕,5,5,2000,4,手自排,1.0,SUM
582,HONDA,CR-V ,2015,80000.0,638000,白,5,5,2400,4,手自排,1.0,SUM
583,LEXUS,IS ,2018,65000.0,1298000,棕,4,5,2000,2,手自排,1.0,SUM
