,auto_brand_en,item_kind_name_en,car_year,car_mileage,car_price,source
10775,Mercedes-Benz,B-Class,2015,80000,690000,8891
10776,Lexus,RX,2013,150000,680000,8891
10777,Toyota,Corolla Altis,2014,70000,290000,8891
10778,Toyota,Innova,2013,60000,328000,8891
10779,Toyota,Yaris,2016,81000,289000,8891
10780,BMW,X6,2011,130000,830000,8891
10781,Nissan,March,2007,150000,88000,8891
10782,Nissan,Livina,2017,95000,348000,8891
10783,CMC,Magic,2006,180000,208000,8891
10784,Volkswagen,Golf,2018,55000,698000,8891
10785,BMW,1-Series Hatchback,2017,30000,588000,8891
10786,Volvo,V60,2015,100000,708000,8891
10787,BMW,4-Series Gran Coupé,2015,80000,1200000,8891
10788,Nissan,Livina,2011,100000,100000,8891
10789,Luxgen,U7 Turbo,2010,150000,158000,8891
10790,BMW,X4,2015,100000,1200000,8891
10791,Ford,Mustang,2016,40000,1168000,8891
10792,Volkswagen,Golf,2011,102000,278000,8891
10793,Ford,Focus,2017,47000,398000,8891
10794,Toyota,Yaris,2015,100000,358000,8891
10795,Ford,Focus,2014,120000,298000,8891
10796,Mercedes-Benz,C-Class Sedan,2017,60000,1358000,8891
10797,Honda,Fit,2016,57000,438000,8891
10798,Mercedes-Benz,C-Class Sedan,2016,92000,1198000,8891
10799,Toyota,Corolla Altis,2016,51000,358000,8891
10800,Mazda,CX-3,2016,51000,538000,8891
10801,Suzuki,Grand Vitara,2006,150000,188000,8891
10802,Lexus,LS,2010,200000,398000,8891
10803,Toyota,Corolla Altis,2018,50000,508000,8891
10804,Porsche,Macan,2014,140000,1450000,8891
10805,Infiniti,G25,2012,98000,388000,8891
10806,Hyundai,Porter,2017,40000,438000,8891
10807,Toyota,Camry,2016,45000,478000,8891
10808,Mitsubishi,Zinger,2018,110000,428000,8891
10809,CMC,Veryca,2008,160000,168000,8891
10810,Toyota,Vios,2018,70000,388000,8891
10811,Porsche,Panamera,2012,20000,1368000,8891
10812,Honda,Civic,2015,70000,308000,8891
10813,Toyota,Yaris,2012,90000,98000,8891
10814,BMW,4-Series Gran Coupé,2018,26000,1520000,8891
10815,Nissan,Kicks,2019,20000,638000,8891
10816,Lexus,ES,2003,300000,98000,8891
10817,Nissan,Livina,2018,50000,388000,8891
10818,Hyundai,Elantra,2012,195000,328000,8891
10819,Toyota,Yaris,2011,190000,248000,8891
10820,Honda,CR-V,2013,60000,538000,8891
10821,Toyota,Vios,2006,190000,118000,8891
10822,BMW,8-Series Gran Coupe,2020,8000,4300000,8891
10823,Mercedes-Benz,C-Class Sedan,2013,90000,678000,8891
10824,Lamborghini,Huracan LP610 - 4,2017,6000,0,8891
10825,Audi,A1 Sportback,2020,10000,998000,8891
10826,CMC,Veryca廂車,2004,280000,135000,8891
10827,Honda,CR-V,2012,143000,338000,8891
10828,Mitsubishi,Outlander,2016,70000,488000,8891
10829,Toyota,Yaris,2017,19000,428000,8891
10830,Luxgen,7 SUV,2011,105000,278000,8891
10831,Nissan,Livina,2017,60000,368000,8891
10832,Audi,Q7,2013,40000,988000,8891
10833,Toyota,Sienta,2018,60000,538000,8891
10834,Toyota,Camry Hybrid,2015,60000,698000,8891
10835,Mitsubishi,Zinger,2010,240000,118000,8891
10836,Nissan,Tiida,2008,130000,108000,8891
10837,Mitsubishi,Colt Plus,2014,90000,258000,8891
10838,Nissan,Rogue,2010,110000,188000,8891
10839,BMW,X1,2020,2000,1490000,8891
10840,Luxgen,URX,2021,5,848000,8891
10841,BMW,1-Series Hatchback,2020,2500,1480000,8891
10842,Mercedes-Benz,C-Class Sedan,2017,40000,1448000,8891
10843,CMC,Veryca廂車,2002,220000,148000,8891
10844,Nissan,Teana,2012,80000,258000,8891
10845,BMW,2-Series Active Tourer,2016,76000,798000,8891
10846,Skoda,Fabia,2011,165000,178000,8891
10847,Mercedes-Benz,E-Class Sedan,2017,48000,1680000,8891
10848,Mini,Countryman JCW,2015,150000,928000,8891
10849,Mitsubishi,Freeca,2003,50000,78000,8891
10850,Volkswagen,Tiguan,2011,100000,338000,8891
10851,Honda,CR-V,2008,135000,258000,8891
10852,Volkswagen,Scirocco,2011,140000,458000,8891
10853,Ford,Focus,2005,145000,118000,8891
10854,Toyota,RAV4,2012,180000,328000,8891
10855,Mitsubishi,Grand Lancer,2018,40000,398000,8891
10856,Toyota,Vios,2006,100000,138000,8891
10857,BMW,1-Series Hatchback,2018,52000,998000,8891
10858,Audi,Q7,2006,160000,260000,8891
10859,Mini,Cooper,2009,140000,388000,8891
10860,Mercedes-Benz,S-Class Sedan,2013,80000,0,8891
10861,Mitsubishi,Savrin,2006,150000,128000,8891
10862,Honda,Civic,2013,100000,358000,8891
10863,Nissan,Tiida,2016,20000,380000,8891
10864,Mercedes-Benz,E-Class Sedan,2017,20000,1698000,8891
10865,Nissan,Tiida,2019,24000,568000,8891
10866,Mercedes-Benz,C-Class Sedan,2019,8000,2698000,8891
10867,Luxgen,M7 Turbo EcoHyper,2015,110000,468000,8891
10868,BMW,X3,2017,42000,850000,8891
10869,Luxgen,M7 Turbo,2011,170000,180000,8891
10870,Ford,Kuga,2018,40000,413000,8891
10871,Mazda,CX-3,2016,49000,430000,8891
10872,Ford,Focus,2013,130000,230000,8891
10873,Mercedes-Benz,C-Class Sedan,2015,77000,1020000,8891
10874,Mercedes-Benz,CLA,2014,83000,890000,8891
10875,Luxgen,U7 Turbo,2015,37000,290000,8891
10876,Luxgen,U6 GT,2017,8000,510000,8891
10877,BMW,3-Series Coupe,2009,90000,310000,8891
10878,Mercedes-Benz,C-Class Sedan,2012,80000,410000,8891
10879,Toyota,Corolla Altis,2014,70000,240000,8891
10880,Honda,Fit,2016,40000,280000,8891
10881,Volkswagen,Golf GTI,2010,83000,238000,8891
10882,Honda,Civic,2015,70000,270000,8891
10883,Mazda,3,2016,70000,338000,8891
10884,Nissan,Tiida,2013,67000,198000,8891
10885,Nissan,Tiida,2013,90000,230000,8891
10886,Mazda,3,2005,94000,86000,8891
10887,Honda,Civic K12,2009,80000,180000,8891
10888,Honda,CR-V,2012,83000,340000,8891
10889,Audi,A1,2015,52000,460000,8891
10890,Mazda,3,2012,56000,210000,8891
10891,Toyota,Corolla Altis,2014,70000,240000,8891
10892,Subaru,WRX,2014,52000,530000,8891
10893,Suzuki,Swift,2013,61000,210000,8891
10894,Luxgen,S3,2017,40000,220000,8891
10895,BMW,3-Series Sedan,2014,100000,558000,8891
10896,Toyota,Yaris,2010,80000,140000,8891
10897,Hyundai,Ix35,2014,67000,270000,8891
10898,Hyundai,Elantra,2012,70000,220000,8891
