,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_cylinderVolume,car_fuel,car_gear,car_driveMode,source
382,SUZUKI,VITARA,2018,55080,638000,其他,1400,汽 油,手 自 排,2,U-car
383,VOLKSWAGEN,POLO,2012,0,298000,紅,1400,汽 油,自 排,2,U-car
384,VOLKSWAGEN,TOURAN,2011,90000,398000,銀,1400,汽 油,手 自 排,4,U-car
385,BMW,4 SERIES COUPE,2016,35000,1370000,黑,2000,汽 油,自 手 排,2,U-car
387,FORD,ESCAPE,2005,90000,138000,黑,2300,汽 油,自 排,2,U-car
389,TOYOTA,AURIS,2019,0,698000,白,2000,汽 油,自 排,2,U-car
390,TOYOTA,INNOVA,2010,100000,288000,銀,2700,汽 油,手 自 排,2,U-car
391,MERCEDES-BENZ,GLC-CLASS,2017,32000,1830000,黑,2000,汽 油,自 手 排,2,U-car
392,MERCEDES-BENZ,E-CLASS COUPE,2014,0,898000,黑,2000,汽 油,自 排,2,U-car
393,LEXUS,IS SERIES,2015,0,888000,其他,2500,汽 油,自 排,2,U-car
394,BMW,3 SERIES,2019,0,1728000,白,2000,柴 油,自 排,2,U-car
395,PORSCHE,MACAN,2017,61000,1850000,白,2000,汽 油,手 自 排,2,U-car
396,FORD,FOCUS,2019,0,798000,白,1500,汽 油,自 排,2,U-car
398,NISSAN,LIVINA,2009,100000,178000,其他,1600,汽 油,自 排,2,U-car
399,NISSAN,TEANA,2005,100000,118000,銀,2000,汽 油,手 自 排,2,U-car
400,TOYOTA,ALTIS,2004,100000,158000,銀,1800,汽 油,手 自 排,2,U-car
401,TOYOTA,CAMRY,2006,100000,178000,黑,2000,汽 油,自 排,2,U-car
404,BMW,4 SERIES GRAN COUPE,2018,29000,1550000,黑,2000,汽 油,自 手 排,2,U-car
405,MERCEDES-BENZ,GLC-CLASS,2016,59040,1920000,藍,2000,汽 油,手 自 排,2,U-car
407,MERCEDES-BENZ,GLA-CLASS,2015,0,1568000,白,2000,汽 油,自 排,2,U-car
408,TOYOTA,YARIS,2011,150142,268000,鐵灰,1500,汽 油,自 排,2,U-car
409,NISSAN,TIIDA,2013,20000,258000,黑,1600,汽 油,手 自 排,2,U-car
410,PORSCHE,CAYENNE,2021,15,5698000,白,3000,汽 油,手 自 排,2,U-car
411,HONDA,FIT,2009,167739,268000,白,1500,汽 油,手 自 排,2,U-car
412,HONDA,FIT,2009,100000,298000,藍,1500,汽 油,手 自 排,2,U-car
413,MERCEDES-BENZ,GLE-CLASS,2017,83645,1798000,白,3000,柴 油,手 自 排,2,U-car
414,TOYOTA,86,2014,0,698000,黑,2000,汽 油,自 排,2,U-car
415,NISSAN,LIVINA,2013,80000,268000,白,1600,汽 油,自 排,2,U-car
416,VOLKSWAGEN,GOLF,2017,50000,998000,黑,2000,汽 油,自 手 排,2,U-car
418,TESLA,MODEL,2017,48000,2290000,其他,0,5,自 排,2,U-car
419,MERCEDES-BENZ,CLA-CLASS,2016,0,1288000,白,2000,汽 油,自 排,2,U-car
420,FORD,FOCUS,2006,90000,168000,黑,2000,汽 油,手 排,2,U-car
421,TOYOTA,YARIS,2007,100000,238000,鐵灰,1500,汽 油,手 自 排,2,U-car
422,BMW,1 SERIES,2013,0,698000,白,1600,汽 油,自 排,2,U-car
423,HONDA,CRV,2005,100000,198000,白,2000,汽 油,自 排,2,U-car
424,BMW,M3,2009,0,1288000,白,4000,汽 油,自 排,2,U-car
425,MERCEDES-BENZ,R-CLASS,2009,96000,498000,銀,3500,汽 油,自 排,2,U-car
426,TOYOTA,ALTIS,2016,0,468000,黑,1800,汽 油,自 排,2,U-car
427,HYUNDAI,STAREX,2013,195933,498000,銀,2500,柴 油,手 自 排,2,U-car
428,MERCEDES-BENZ,C-CLASS,2017,23000,2080000,白,3000,汽 油,手 自 排,2,U-car
429,BMW,3 SERIES,2019,0,1630000,白,2000,汽 油,自 手 排,2,U-car
431,TOYOTA,WISH,2005,100000,168000,鐵灰,2000,汽 油,手 自 排,2,U-car
432,MERCEDES-BENZ,GLC-CLASS,2019,80000,1830000,白,2000,汽 油,手 自 排,2,U-car
433,HYUNDAI,IX35,2014,0,368000,其他,2000,柴 油,自 排,2,U-car
434,HONDA,FIT,2010,0,268000,白,1500,汽 油,自 排,2,U-car
435,MERCEDES-BENZ,B-CLASS,2019,25000,1290000,白,1300,汽 油,手 自 排,2,U-car
437,BMW,5 SERIES,2015,67000,1250000,黑,3000,汽 油,自 手 排,2,U-car
438,MERCEDES-BENZ,CLA-CLASS,2017,39000,1138000,白,1600,汽 油,自 手 排,2,U-car
439,HONDA,FIT,2013,102261,358000,黑,1500,汽 油,手 自 排,2,U-car
441,MITSUBISHI,LANCER FORTIS,2015,56000,368000,白,1800,汽 油,手 自 排,2,U-car
442,MERCEDES-BENZ,C-CLASS,2017,36217,1498000,白,2000,汽 油,手 自 排,2,U-car
443,TOYOTA,YARIS,2008,151681,218000,其他,1500,汽 油,自 排,2,U-car
444,TOYOTA,ALTIS,2017,57211,438000,銀,1800,汽 油,手 自 排,2,U-car
445,MAZDA,3,2018,86000,698000,藍,2000,汽 油,手 自 排,2,U-car
446,LEXUS,GS SERIES,2007,140000,298000,銀,3500,汽 油,手 自 排,2,U-car
447,BMW,3 SERIES,2013,149000,788000,黑,1800,汽 油,手 自 排,2,U-car
449,MAZDA,5,2014,123725,438000,其他,2000,汽 油,手 自 排,2,U-car
450,MERCEDES-BENZ,C-CLASS,2016,0,1680000,白,3000,汽 油,自 手 排,2,U-car
451,LEXUS,LS SERIES,2013,150000,498000,黑,4600,汽 油,手 自 排,2,U-car
452,TOYOTA,ALTIS,2011,224788,328000,黑,1800,汽 油,手 自 排,2,U-car
453,MERCEDES-BENZ,C-CLASS,2013,159571,758000,白,1800,汽 油,自 排,2,U-car
454,MERCEDES-BENZ,GLC-CLASS,2019,9638,2298000,白,2000,汽 油,手 自 排,2,U-car
455,BMW,X1 SERIES,2019,4849,1368000,白,1500,汽 油,手 自 排,2,U-car
457,BMW,3 SERIES,2015,65675,1298000,藍,2000,汽 油,手 自 排,2,U-car
459,TOYOTA,RAV-4,2020,21045,958000,藍,2000,汽 油,手 自 排,2,U-car
460,TOYOTA,RAV-4,2017,49483,722000,銀,2500,汽 油,自 手 排,2,U-car
461,NISSAN,TIIDA,2018,20000,508000,白,1600,汽 油,自 排,2,U-car
462,LEXUS,IS SERIES,2018,93986,1098000,白,2000,汽 油,手 自 排,2,U-car
463,FORD,FOCUS,2015,124488,398000,鐵灰,2000,柴 油,手 自 排,2,U-car
464,MINI,COOPER COUNTRYMAN,2011,75008,580000,紅,1600,汽 油,手 自 排,2,U-car
465,BMW,3 SERIES,2015,58834,1228000,白,2000,汽 油,手 自 排,2,U-car
466,MERCEDES-BENZ,GLA-CLASS,2015,85138,1380000,黑,2000,汽 油,手 自 排,2,U-car
467,TOYOTA,ALTIS,2015,50100,438000,黑,1800,汽 油,手 自 排,2,U-car
468,TOYOTA,ALTIS,2015,118000,478000,白,1800,汽 油,自 排,2,U-car
469,HYUNDAI,ELANTRA,2018,104000,488000,其他,1600,汽 油,手 自 排,2,U-car
471,TOYOTA,ALTIS,2015,80000,398000,白,1800,汽 油,自 排,2,U-car
472,TOYOTA,WISH,2015,0,498000,銀,2000,汽 油,手 自 排,2,U-car
473,MERCEDES-BENZ,C-CLASS,2017,32745,1498000,黑,2000,汽 油,手 自 排,2,U-car
474,MAZDA,2,2020,20000,588000,白,1500,汽 油,自 排,2,U-car
475,PEUGEOT,406,1998,243000,158000,藍,2000,汽 油,手 自 排,2,U-car
476,SUZUKI,SWIFT,2012,146425,398000,白,1600,汽 油,手 自 排,2,U-car
477,TOYOTA,RAV-4,2018,88759,828000,白,2500,油電,手 自 排,2,U-car
478,BMW,3 SERIES,2015,81256,1298000,白,2000,汽 油,手 自 排,2,U-car
480,LEXUS,CT HYBRID,2013,70000,628000,白,1800,油電,自 排,2,U-car
481,HYUNDAI,ELANTRA,2018,104000,488000,其他,1600,汽 油,自 排,2,U-car
482,OPEL,ZAFIRA,2009,145000,188000,藍,1800,汽 油,自 手 排,2,U-car
483,MERCEDES-BENZ,E-CLASS,1998,140000,168000,黑,2800,汽 油,自 排,2,U-car
484,MAZDA,3,2018,86000,698000,藍,2000,汽 油,手 自 排,2,U-car
485,BMW,X3 SERIES,2013,118000,780000,白,2000,汽 油,自 手 排,2,U-car
486,BMW,3 SERIES,2013,149000,788000,黑,2000,汽 油,手 自 排,2,U-car
487,TOYOTA,ALTIS,2015,118000,478000,白,1800,汽 油,自 排,2,U-car
488,NISSAN,TIIDA,2018,20000,508000,白,1600,汽 油,自 排,2,U-car
491,TOYOTA,VIOS,2011,0,198000,白,1500,汽 油,自 排,2,U-car
492,VOLKSWAGEN,GOLF,2011,0,628000,黑,2000,汽 油,自 排,2,U-car
493,TOYOTA,YARIS,2015,0,388000,白,1500,汽 油,自 排,2,U-car
494,MAZDA,CX-3,2019,0,698000,其他,2000,汽 油,自 排,2,U-car
495,FORD,FOCUS TDCI,2015,179588,368000,紅,2000,柴 油,手 自 排,2,U-car
496,HYUNDAI,PORTER,2018,66008,588000,白,2500,柴 油,自 排,2,U-car
497,HONDA,CITY,2020,7000,538000,白,1500,汽 油,自 排,2,U-car
498,LUXGEN,S5,2017,0,298000,銀,1800,汽 油,自 排,2,U-car
499,NISSAN,TIIDA,2019,13000,458000,藍,1600,汽 油,自 手 排,2,U-car
500,TOYOTA,AURIS,2019,0,798000,白,2000,汽 油,自 排,2,U-car
501,MITSUBISHI,LANCER FORTIS,2011,110000,248000,白,1800,汽 油,手 自 排,2,U-car
502,VOLKSWAGEN,GOLF,2009,0,498000,白,2000,汽 油,自 排,2,U-car
503,TOYOTA,VIOS,2005,0,98000,紅,1500,汽 油,自 排,2,U-car
504,MERCEDES-BENZ,S-CLASS,2013,55000,1499000,黑,3500,油電,手 自 排,2,U-car
505,HONDA,CIVIC,2012,0,298000,白,1800,汽 油,自 排,2,U-car
507,HONDA,ODYSSEY,2015,131385,1030000,白,1300,汽 油,手 自 排,2,U-car
508,HONDA,HR-V,2017,0,598000,藍,1800,汽 油,自 排,2,U-car
509,TOYOTA,YARIS,2015,0,398000,白,1500,汽 油,自 排,2,U-car
510,LEXUS,RX SERIES,2016,110000,1588000,其他,2000,汽 油,手 自 排,2,U-car
511,FORD,FOCUS,2014,0,368000,其他,2000,柴 油,自 排,2,U-car
512,MAZDA,3,2019,0,798000,紅,2000,汽 油,自 排,2,U-car
513,VOLKSWAGEN,PASSAT,2011,0,198000,黑,1800,汽 油,自 排,2,U-car
514,AUDI,A1,2012,0,428000,紅,1400,汽 油,自 排,2,U-car
515,MINI,COOPER S COUNTRYMAN,2016,70088,780000,藍,1600,汽 油,手 自 排,2,U-car
516,TOYOTA,ALTIS,2009,0,198000,銀,1800,汽 油,自 排,2,U-car
517,MERCEDES-BENZ,C-CLASS,2016,60000,1350000,白,2000,汽 油,手 自 排,2,U-car
518,HONDA,CIVIC,2008,0,268000,鐵灰,1800,汽 油,自 排,2,U-car
519,MERCEDES-BENZ,GLA-CLASS,2015,49000,1180000,白,2000,汽 油,自 手 排,2,U-car
520,TOYOTA,CAMRY,2011,0,198000,黑,2000,汽 油,自 排,2,U-car
521,MERCEDES-BENZ,GLC-CLASS,2020,7678,2780000,白,2000,汽 油,自 手 排,2,U-car
522,BMW,1 SERIES,2017,47546,918000,白,1500,汽 油,自 手 排,2,U-car
523,MERCEDES-BENZ,GLC-CLASS,2018,47800,2080000,黑,2000,汽 油,手 自 排,2,U-car
524,MAZDA,2,2009,117775,258000,白,1500,汽 油,自 排,2,U-car
526,MERCEDES-BENZ,A-CLASS,2019,9929,1598000,黑,2000,汽 油,自 手 排,2,U-car
527,TOYOTA,YARIS,2007,0,168000,其他,1500,汽 油,自 排,2,U-car
528,MERCEDES-BENZ,CLA-CLASS,2014,0,1088000,白,2000,汽 油,自 排,2,U-car
529,MERCEDES-BENZ,A-CLASS,2019,9000,1630000,黑,2000,汽 油,自 手 排,2,U-car
530,MAZDA,2,2016,0,468000,白,1500,汽 油,自 排,2,U-car
531,MERCEDES-BENZ,CLA-CLASS,2016,60180,1290000,黑,2000,汽 油,手 自 排,2,U-car
532,LUXGEN,U6,2015,0,398000,銀,1800,汽 油,自 排,2,U-car
533,HONDA,CIVIC,2009,0,328000,銀,1800,汽 油,自 排,2,U-car
534,TOYOTA,YARIS,2015,57000,388000,銀,1500,汽 油,自 排,2,U-car
535,VOLKSWAGEN,GOLF,2019,13000,1538000,藍,2000,汽 油,自 手 排,2,U-car
536,AUDI,A4 AVANT,2017,0,1588000,白,2000,汽 油,自 排,2,U-car
537,VOLKSWAGEN,T6,2016,73119,960000,黑,2000,柴 油,自 手 排,2,U-car
538,LUXGEN,M7,2016,76064,598000,銀,2200,汽 油,手 自 排,2,U-car
539,LEXUS,ES SERIES,2002,101606,98000,銀,3000,汽 油,自 排,2,U-car
540,FORD,FIESTA,2016,71265,398000,其他,1000,汽 油,自 手 排,2,U-car
541,BMW,3 SERIES,2017,41270,1338000,白,2000,汽 油,手 自 排,2,U-car
542,TOYOTA,ALPHARD,2014,120181,990000,黑,3500,汽 油,手 自 排,2,U-car
543,LUXGEN,U6,2014,57843,358000,黑,2000,汽 油,手 自 排,2,U-car
544,MITSUBISHI,GRAND LANCER,2018,72476,458000,其他,1800,汽 油,手 自 排,2,U-car
545,LUXGEN,7 MPV,2013,51902,438000,白,2200,汽 油,手 自 排,2,U-car
546,TOYOTA,SIENNA,2021,0,1980000,白,2500,油電,手 自 排,2,U-car
547,VOLKSWAGEN,PASSAT,2008,127679,298000,鐵灰,2000,柴 油,自 手 排,2,U-car
548,TOYOTA,ALTIS,2015,90061,370000,黑,1800,汽 油,自 排,2,U-car
549,MITSUBISHI,CANTER,2006,104431,318000,銀,2800,汽 油,手 自 排,2,U-car
550,MERCEDES-BENZ,GLC-CLASS,2017,0,1690000,其他,2000,汽 油,自 手 排,2,U-car
551,MERCEDES-BENZ,CLA-CLASS,2015,56351,1098000,白,2000,汽 油,自 手 排,2,U-car
552,MAZDA,3,2013,100000,348000,黑,1600,汽 油,手 自 排,2,U-car
553,HYUNDAI,IX35,2012,130798,338000,鐵灰,2400,汽 油,手 自 排,2,U-car
555,MERCEDES-BENZ,C-CLASS,2019,30000,1830000,白,2000,汽 油,手 自 排,2,U-car
556,FORD,MONDEO,2020,31051,998000,白,2000,汽 油,手 自 排,2,U-car
558,NISSAN,ROGUE,2010,64354,258000,其他,2500,汽 油,自 排,2,U-car
559,NISSAN,LIVINA,2018,44480,398000,白,1600,汽 油,手 自 排,2,U-car
560,MITSUBISHI,VERYCA,2010,93059,178000,白,1200,汽 油,手 排,2,U-car
561,MERCEDES-BENZ,A-CLASS,2019,29000,1630000,白,2000,汽 油,自 手 排,2,U-car
562,MERCEDES-BENZ,GLC-CLASS,2019,17810,1890000,白,2000,汽 油,手 自 排,2,U-car
563,TOYOTA,CAMRY,2009,230000,258000,黑,2400,汽 油,手 自 排,2,U-car
564,MERCEDES-BENZ,GLC-CLASS,2017,28088,1848000,黑,2000,汽 油,手 自 排,2,U-car
565,FORD,RANGER,2017,5000,990000,白,3200,柴 油,手 自 排,2,U-car
567,NISSAN,TIIDA,2007,250000,158000,黃,1800,汽 油,手 自 排,2,U-car
571,TOYOTA,RAV-4,2014,76200,558000,白,2000,汽 油,手 自 排,2,U-car
572,ŠKODA,RAPID,2015,61305,438000,藍,1400,汽 油,自 手 排,2,U-car
573,MERCEDES-BENZ,GLK-CLASS,2014,104477,1158000,白,2100,柴 油,手 自 排,2,U-car
574,MERCEDES-BENZ,C-CLASS,2018,35950,1680000,黑,2000,汽 油,自 手 排,2,U-car
575,VOLKSWAGEN,T4,2000,234000,119000,其他,1900,汽 油,手 排,2,U-car
577,AUDI,TT,2010,100000,758000,白,2000,汽 油,手 自 排,2,U-car
578,SUZUKI,JIMNY,2021,13,888000,其他,1500,汽 油,自 排,2,U-car
579,MERCEDES-BENZ,GLC-CLASS,2017,0,1550000,黑,2000,汽 油,自 手 排,2,U-car
580,MERCEDES-BENZ,E-CLASS,1999,206000,149000,銀,3200,汽 油,手 自 排,2,U-car
581,NISSAN,MARCH,2016,47260,368000,白,1500,汽 油,自 排,2,U-car
582,BMW,2 SERIES,2015,58000,858000,紅,2000,柴 油,自 排,2,U-car
583,LEXUS,UX SERIES,2019,10163,1198000,白,2000,油電,自 手 排,2,U-car
584,MERCEDES-BENZ,GLC-CLASS,2016,76100,1648000,黑,2000,汽 油,手 自 排,2,U-car
585,TOYOTA,ALTIS,2018,95294,488000,白,1800,汽 油,手 自 排,2,U-car
586,HONDA,CRV,2018,87874,798000,白,1500,汽 油,手 自 排,2,U-car
587,MERCEDES-BENZ,A-CLASS,2014,50000,838000,白,1600,汽 油,自 手 排,2,U-car
588,MERCEDES-BENZ,E-CLASS,2011,120629,698000,黑,1800,汽 油,手 自 排,2,U-car
589,MINI,ONE,2017,60649,698000,紅,1200,汽 油,手 自 排,2,U-car
590,LEXUS,CT HYBRID,2016,80000,868000,白,1800,油電,自 排,2,U-car
591,BMW,5 SERIES,2011,118658,668000,黑,2000,柴 油,手 自 排,2,U-car
592,TOYOTA,VIOS,2018,64807,378000,白,1500,汽 油,手 自 排,2,U-car
593,MINI,COOPER COUNTRYMAN,2020,12526,1188000,白,1500,汽 油,自 手 排,2,U-car
594,MERCEDES-BENZ,V-CLASS,2017,9000,1850000,棕,2100,柴 油,手 自 排,2,U-car
595,MERCEDES-BENZ,GLC-CLASS,2018,0,1580000,白,2000,汽 油,手 自 排,2,U-car
596,LUXGEN,7 MPV,2010,130458,258000,白,2200,汽 油,手 自 排,2,U-car
598,HONDA,FIT,2014,112334,378000,白,1500,汽 油,手 自 排,2,U-car
599,BMW,X5 SERIES,2013,72000,850000,銀,3000,汽 油,手 自 排,2,U-car
600,LEXUS,ES SERIES,2018,20000,1298000,白,2000,汽 油,手 自 排,2,U-car
602,LUXGEN,S3,2017,0,298000,黑,1600,汽 油,自 排,2,U-car
604,LEXUS,ES SERIES,2019,38000,1398000,其他,2000,汽 油,手 自 排,2,U-car
606,MERCEDES-BENZ,GLC-CLASS,2019,17000,1998000,黑,2000,油電,手 自 排,2,U-car
608,TOYOTA,ALPHARD,2016,64930,1780000,黑,3500,汽 油,手 自 排,2,U-car
609,CMC,VERYCA廂車,2016,50000,338000,白,1300,汽 油,手 排,2,U-car
610,NISSAN,X-TRAIL,2017,24000,658000,白,2000,汽 油,手 自 排,2,U-car
611,TOYOTA,COROLLA,1994,0,68000,棕,1600,汽 油,自 排,2,U-car
612,FORD,FOCUS,2014,0,398000,白,1500,汽 油,自 排,2,U-car
613,MERCEDES-BENZ,C-CLASS,2016,80000,1198000,黑,2000,汽 油,手 自 排,2,U-car
614,TOYOTA,YARIS,2010,124115,238000,黑,1500,汽 油,自 排,2,U-car
615,HONDA,S2000,2001,0,928000,藍,2000,汽 油,自 排,2,U-car
617,AUDI,A3 SPORTBACK,2019,28210,1130000,白,1400,汽 油,自 手 排,2,U-car
618,MERCEDES-BENZ,C-CLASS,2015,0,1168000,白,2000,汽 油,自 排,2,U-car
620,MERCEDES-BENZ,E-CLASS,2007,230000,619000,黑,6200,汽 油,手 自 排,2,U-car
621,MAZDA,3,2012,112651,298000,鐵灰,1600,汽 油,手 自 排,2,U-car
622,VOLKSWAGEN,GOLF,2017,0,1168000,黑,2000,汽 油,自 排,2,U-car
623,VOLKSWAGEN,GOLF,2012,0,558000,藍,2000,汽 油,手 自 排,2,U-car
624,MERCEDES-BENZ,C-CLASS,2017,40898,1478000,黑,2000,汽 油,手 自 排,2,U-car
625,MERCEDES-BENZ,C-CLASS,2011,0,688000,黑,1800,汽 油,自 排,2,U-car
627,LEXUS,NX SERIES,2020,23900,1368000,棕,2000,汽 油,自 排,2,U-car
628,LUXGEN,U7,2013,0,238000,白,2200,汽 油,自 排,2,U-car
629,MAZDA,CX-9,2018,41397,1238000,鐵灰,2500,汽 油,手 自 排,2,U-car
630,HYUNDAI,TRAJET,2005,0,158000,銀,2000,柴 油,自 排,2,U-car
631,TOYOTA,YARIS,2015,93839,350000,黑,1500,汽 油,自 排,2,U-car
634,HONDA,CITY,2016,0,398000,藍,1500,汽 油,自 排,2,U-car
635,MAZDA,3,2016,80183,498000,銀,2000,汽 油,手 自 排,2,U-car
638,BMW,3 SERIES,2013,0,868000,銀,2000,汽 油,自 排,2,U-car
639,AUDI,Q5,2015,70000,918000,其他,2000,柴 油,手 自 排,2,U-car
640,MAZDA,3,2007,0,168000,白,2000,汽 油,自 排,2,U-car
641,TOYOTA,ALTIS,2015,111656,398000,銀,1800,汽 油,手 自 排,2,U-car
645,MERCEDES-BENZ,E-CLASS ESTATE,2011,60000,680000,銀,3500,汽 油,手 自 排,2,U-car
647,BMW,3 SERIES,2005,147410,198000,銀,2000,汽 油,手 自 排,2,U-car
648,VOLKSWAGEN,TIGUAN,2018,98469,828000,白,1400,汽 油,自 手 排,2,U-car
649,LEXUS,IS SERIES,2018,65000,1298000,棕,2000,汽 油,手 自 排,2,U-car
650,BMW,5 SERIES,2017,36060,2090000,藍,3000,汽 油,手 自 排,2,U-car
651,MERCEDES-BENZ,E-CLASS,2016,82171,1398000,黑,2000,汽 油,手 自 排,2,U-car
652,MERCEDES-BENZ,CLA-CLASS,2014,107444,898000,白,1600,汽 油,自 手 排,2,U-car
653,LEXUS,RX SERIES,2006,0,238000,棕,3500,汽 油,手 自 排,2,U-car
654,TOYOTA,AURIS,2018,25588,708000,白,2000,汽 油,自 手 排,2,U-car
655,BMW,5 SERIES,2014,140000,788000,其他,2000,汽 油,手 自 排,2,U-car
656,MERCEDES-BENZ,A-CLASS,2020,576,2368000,白,2000,汽 油,自 手 排,2,U-car
657,MERCEDES-BENZ,E-CLASS COUPE,2013,120000,890000,白,2000,汽 油,手 自 排,2,U-car
658,HONDA,CRV,2013,114174,498000,白,2000,汽 油,自 排,2,U-car
660,MERCEDES-BENZ,GLA-CLASS,2017,40000,1480000,白,2000,汽 油,手 自 排,2,U-car
661,MERCEDES-BENZ,S-CLASS,2008,190000,418000,黑,3500,汽 油,手 自 排,2,U-car
662,MERCEDES-BENZ,GLA-CLASS,2016,50708,1090000,白,1600,汽 油,自 手 排,2,U-car
663,MERCEDES-BENZ,C-CLASS,2019,0,1620000,白,2000,汽 油,手 自 排,2,U-car
664,BMW,3 SERIES,2018,25230,1980000,藍,2000,汽 油,手 自 排,2,U-car
665,AUDI,RS6,2014,50000,2580000,白,4000,汽 油,手 自 排,2,U-car
666,HONDA,CRV,2018,34336,868000,鐵灰,1500,汽 油,手 自 排,2,U-car
667,TOYOTA,ALTIS,2017,32000,468000,白,1800,汽 油,手 自 排,2,U-car
668,MITSUBISHI,OUTLANDER,2010,100000,260000,黑,2400,汽 油,手 自 排,2,U-car
669,VOLKSWAGEN,POLO,2014,72500,298000,紅,1600,汽 油,手 自 排,2,U-car
671,HYUNDAI,IX35,2010,80176,298000,黑,2000,汽 油,手 自 排,2,U-car
672,MERCEDES-BENZ,CLA-CLASS,2020,5106,1998000,藍,2000,汽 油,自 手 排,2,U-car
673,MERCEDES-BENZ,CLA-CLASS,2019,175,1998000,黃,2000,汽 油,自 手 排,2,U-car
674,BMW,4 SERIES GRAN COUPE,2016,60189,1298000,黑,2000,汽 油,手 自 排,2,U-car
675,NISSAN,MARCH,2005,140000,108000,藍,1300,汽 油,自 排,2,U-car
676,MERCEDES-BENZ,C-CLASS,2018,37859,1558000,黑,2000,汽 油,手 自 排,2,U-car
677,PORSCHE,CAYENNE,2004,192872,298000,鐵灰,3200,汽 油,手 自 排,2,U-car
679,BMW,3 SERIES,2014,188000,688000,白,1600,汽 油,手 自 排,2,U-car
680,BMW,X5 SERIES,2009,193622,488000,黑,3000,柴 油,手 自 排,2,U-car
681,TOYOTA,RAV-4,2015,22660,538000,銀,2000,汽 油,手 自 排,2,U-car
682,NISSAN,TIIDA,2016,0,368000,白,1600,汽 油,自 排,2,U-car
683,MAZDA,3,2010,0,298000,白,2000,汽 油,自 排,2,U-car
684,TOYOTA,HIACE SOLIMO,2000,243769,198000,其他,2700,汽 油,自 排,2,U-car
685,MAZDA,3,2011,0,298000,白,2000,汽 油,自 排,2,U-car
686,MERCEDES-BENZ,E-CLASS,2015,80000,1130000,白,2000,汽 油,手 自 排,2,U-car
689,BMW,3 SERIES,2014,89923,738000,鐵灰,1600,汽 油,手 自 排,2,U-car
690,TOYOTA,ALTIS,2003,0,98000,黑,1800,汽 油,自 排,2,U-car
691,FORD,FOCUS,2014,161803,280000,鐵灰,1600,汽 油,手 自 排,2,U-car
692,HYUNDAI,ELANTRA,2014,43000,388000,白,1800,汽 油,手 自 排,2,U-car
693,BMW,X2 SERIES,2020,6500,1690000,白,2000,汽 油,手 自 排,2,U-car
694,TOYOTA,CAMRY,2016,87323,508000,其他,2000,汽 油,手 自 排,2,U-car
695,KIA,SOUL,2014,41090,398000,紅,2000,汽 油,手 自 排,2,U-car
696,LEXUS,CT HYBRID,2015,93820,698000,銀,1800,油電,自 排,2,U-car
697,MINI,COOPER S COUNTRYMAN,2015,30776,938000,其他,1600,汽 油,手 自 排,2,U-car
698,NISSAN,TIIDA,2013,88943,375000,白,1600,汽 油,自 排,2,U-car
699,SUZUKI,JIMNY,2005,79000,258000,銀,1300,汽 油,自 排,2,U-car
700,FORD,FOCUS,2017,0,408000,白,1600,汽 油,自 排,2,U-car
701,VOLKSWAGEN,TIGUAN,2017,84452,880000,白,2000,柴 油,自 手 排,2,U-car
703,BMW,7 SERIES,2015,115000,1688000,黑,3000,汽 油,手 自 排,2,U-car
704,TOYOTA,AURIS,2018,0,698000,白,2000,汽 油,自 排,2,U-car
705,TOYOTA,ALTIS,2015,0,468000,白,1800,汽 油,自 排,2,U-car
706,MITSUBISHI,PAJERO,1997,0,228000,其他,3000,汽 油,自 手 排,2,U-car
707,MASERATI,GHIBLI,2016,43071,1980000,白,3000,汽 油,手 自 排,2,U-car
708,BMW,M4,2018,0,2830000,白,3000,汽 油,自 手 排,2,U-car
710,PORSCHE,MACAN,2021,110,3280000,白,2000,汽 油,手 自 排,2,U-car
712,TOYOTA,ALTIS,2016,0,468000,黑,1800,汽 油,自 排,2,U-car
713,BMW,4 SERIES CONVERTIBLE,2016,150000,1158000,藍,2000,汽 油,手 自 排,2,U-car
714,MERCEDES-BENZ,C-CLASS,2002,149328,258000,銀,3200,汽 油,手 自 排,4,U-car
715,TOYOTA,AURIS,2021,13,788000,藍,2000,汽 油,手 自 排,2,U-car
716,MAZDA,3,2011,0,298000,白,1600,汽 油,自 排,2,U-car
717,HONDA,CIVIC,2007,112000,228000,黑,1800,汽 油,自 排,2,U-car
718,BMW,X1 SERIES,2017,0,998000,白,2000,汽 油,自 排,2,U-car
719,FORD,KUGA,2015,214000,448000,白,1500,汽 油,自 排,2,U-car
720,HONDA,CIVIC,2007,112000,228000,黑,1800,汽 油,手 自 排,2,U-car
721,INFINITI,Q SEDAN,2017,0,868000,黑,2000,汽 油,自 排,2,U-car
723,TOYOTA,ALTIS,2012,240000,278000,黑,1800,汽 油,手 自 排,2,U-car
724,HYUNDAI,IX35,2016,75525,438000,白,2000,汽 油,手 自 排,2,U-car
725,LEXUS,NX SERIES,2018,29071,1650000,黑,2500,油電,手 自 排,2,U-car
726,NISSAN,TIIDA,2015,138000,418000,其他,1600,汽 油,手 排,2,U-car
727,MAZDA,CX-5,2013,132000,528000,白,2200,柴 油,自 排,2,U-car
728,TOYOTA,VIOS,2015,0,308000,銀,1500,汽 油,手 自 排,2,U-car
729,MAZDA,CX-5,2013,141000,528000,其他,2200,柴 油,自 排,2,U-car
730,MAZDA,3,2016,0,528000,銀,2000,汽 油,自 排,2,U-car
